current_speed_kmh,current_delay_min,distance_to_next_station_km,current_position_km,distance_remaining_km,estimated_running_time_min,delay_ratio,train_priority_EXPRESS,train_priority_FREIGHT,train_priority_HIGH_SPEED,train_priority_PASSENGER,has_train_ahead,distance_to_ahead_train_km,ahead_train_speed_kmh,ahead_train_eta_min,expected_clearance_time_min,relative_speed_kmh,closing_speed_kmh,time_to_close_gap_min,headway_margin_min,signal_code,current_headway_min,safe_required_headway_min,platform_available,speed_restriction_kmh,junction_busy,route_blocked,section_occupancy,time_of_day,weather_condition_CLEAR,weather_condition_FOG,weather_condition_RAIN,weather_condition_STORM,speed_mean,speed_std,speed_trend,position_progress_rate,delay_mean,delay_std,delay_trend,conflict,conflict_probability,expected_delay_min
91.6,1.7,15.8,149.1,15.8,10.35,0.164,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,15.8,0.0,18.8,3.0,0.5,120.0,0.0,0.5,0.0,17.5,0.0,0.0,1.0,0.0,92.6,8.65,-21.2,1.544,1.2,0.5,1.0,0,0.0564,8.2
125.2,2.4,14.8,232.6,14.8,7.09,0.338,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,18.7,0.0,21.7,3.0,1.0,120.0,0.0,0.5,0.0,11.9,1.0,0.0,0.0,0.0,125.4,0.98,-2.4,2.036,2.15,0.25,0.5,0,0.055,7.1
37.1,7.7,11.0,230.0,11.0,17.79,0.433,0.0,1.0,0.0,0.0,1.0,6.63,30.0,13.3,14.3,7.1,7.1,56.03,1.7,1.0,4.7,3.0,1.0,160.0,0.5,0.0,0.0,6.9,1.0,0.0,0.0,0.0,38.8,0.0,0.0,0.61,7.4,0.3,0.6,1,0.6532,18.5
72.3,10.2,17.8,79.5,17.8,14.77,0.691,0.0,0.0,0.0,1.0,1.0,9.55,67.2,8.5,12.8,5.1,5.1,112.35,18.5,0.0,21.5,3.0,1.0,80.0,0.5,0.0,0.0,15.3,0.0,0.0,1.0,0.0,69.4,3.02,-7.4,1.14,11.05,0.85,-1.7,0,0.4271,10.1
51.2,5.3,22.1,13.3,22.1,25.9,0.205,0.0,1.0,0.0,0.0,1.0,9.56,36.9,15.5,17.3,14.3,14.3,40.11,14.5,0.0,17.5,3.0,0.5,80.0,0.0,0.5,0.0,16.9,0.0,0.0,1.0,0.0,50.1,2.2,5.4,0.823,5.3,0.0,0.0,0,0.2758,11.1
84.2,2.3,21.3,115.4,21.3,15.18,0.152,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,5.7,0.0,8.7,3.0,1.0,120.0,0.0,0.5,0.0,13.8,0.0,1.0,0.0,0.0,82.1,2.37,-5.8,1.245,2.9,0.6,-1.2,0,0.0628,5.2
94.3,2.2,8.6,216.7,8.6,5.47,0.402,1.0,0.0,0.0,0.0,1.0,3.69,56.4,3.9,5.8,37.9,37.9,5.84,13.2,1.0,16.2,3.0,1.0,50.0,0.0,0.0,0.0,6.1,0.0,1.0,0.0,0.0,97.0,0.08,-0.2,1.526,0.35,1.85,3.7,1,0.4455,21.9
106.0,0.8,18.0,210.7,18.0,10.19,0.079,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,18.7,0.0,21.7,3.0,1.0,120.0,0.5,0.5,0.0,1.3,1.0,0.0,0.0,0.0,103.1,1.14,-2.8,1.584,0.5,0.3,0.6,0,0.08,8.0
154.1,16.2,5.3,154.9,5.3,2.06,7.85,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,13.5,0.0,16.5,3.0,0.5,120.0,0.0,0.0,0.0,5.2,1.0,0.0,0.0,0.0,154.7,5.39,13.2,2.342,16.85,0.65,-1.3,0,0.0664,12.8
73.3,6.1,4.5,47.6,4.5,3.68,1.656,0.0,0.0,0.0,1.0,1.0,13.64,58.7,13.9,16.2,14.6,14.6,56.05,5.4,0.0,8.4,3.0,0.0,120.0,0.0,1.0,0.0,9.4,1.0,0.0,0.0,0.0,72.7,4.98,12.2,1.29,6.65,0.55,-1.1,1,0.7957,19.4
144.9,0.2,23.8,35.8,23.8,9.86,0.02,0.0,0.0,1.0,0.0,1.0,21.64,90.7,14.3,17.7,54.2,54.2,23.96,6.5,1.0,9.5,3.0,1.0,120.0,0.5,0.0,0.0,17.5,0.0,0.0,0.0,1.0,143.5,2.12,5.2,2.297,1.25,1.05,-2.1,0,0.524,5.9
104.8,6.5,21.1,239.1,21.1,12.08,0.538,1.0,0.0,0.0,0.0,1.0,0.86,64.6,0.8,2.5,40.2,40.2,1.28,8.6,2.0,11.6,3.0,0.0,80.0,0.0,0.0,0.0,22.3,1.0,0.0,0.0,0.0,108.8,0.0,0.0,1.571,6.8,0.3,-0.6,1,0.9184,16.5
56.9,3.6,23.3,111.1,23.3,24.57,0.147,0.0,0.0,0.0,1.0,1.0,6.05,31.7,11.5,15.1,25.2,25.2,14.4,15.8,0.0,18.8,3.0,1.0,120.0,0.0,0.0,0.0,16.3,1.0,0.0,0.0,0.0,64.0,1.47,3.6,0.94,3.55,0.05,0.1,0,0.2382,5.7
49.8,21.6,5.4,165.6,5.4,6.51,3.32,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,7.8,0.0,10.8,3.0,0.5,120.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,48.4,0.16,-0.4,0.776,21.75,0.15,-0.3,0,0.06,19.3
100.5,10.3,27.5,227.4,27.5,16.42,0.627,1.0,0.0,0.0,0.0,1.0,1.38,102.6,0.8,2.7,-2.1,0.0,999.0,4.3,2.0,7.3,3.0,0.5,120.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,97.6,3.02,7.4,1.669,9.5,0.8,1.6,0,0.7428,16.0
31.1,1.1,4.9,218.8,4.9,9.45,0.116,0.0,1.0,0.0,0.0,1.0,12.51,26.8,28.0,29.4,4.3,4.3,174.56,6.6,0.0,9.6,3.0,1.0,120.0,0.5,0.0,0.0,2.3,1.0,0.0,0.0,0.0,32.9,2.37,5.8,0.503,1.1,0.0,0.0,0,0.2999,5.1
128.4,7.6,26.2,146.1,26.2,12.24,0.621,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,16.9,1.0,19.9,3.0,1.0,50.0,0.5,0.0,0.0,19.3,0.0,0.0,0.0,1.0,124.2,2.2,5.4,2.03,7.5,0.1,0.2,0,0.0942,17.8
137.3,4.0,11.2,127.1,11.2,4.89,0.817,0.0,0.0,1.0,0.0,1.0,34.07,78.1,26.2,30.0,59.2,59.2,34.53,13.8,1.0,16.8,3.0,1.0,120.0,0.0,0.0,0.0,7.6,1.0,0.0,0.0,0.0,139.1,0.98,2.4,2.337,3.3,0.7,1.4,1,0.3608,14.9
46.7,1.2,4.1,186.5,4.1,5.27,0.228,0.0,1.0,0.0,0.0,1.0,1.71,32.1,3.2,7.5,14.6,14.6,7.03,14.8,2.0,17.8,3.0,1.0,80.0,0.0,0.0,0.0,6.3,0.0,0.0,1.0,0.0,52.6,1.55,3.8,0.774,1.95,0.75,-1.5,0,0.7168,5.0
82.2,7.2,9.3,93.9,9.3,6.79,1.061,1.0,0.0,0.0,0.0,1.0,8.44,60.3,8.4,9.5,21.9,21.9,23.12,18.5,0.0,21.5,3.0,1.0,120.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,82.7,2.94,7.2,1.61,6.7,0.5,1.0,0,0.444,11.3
109.5,4.8,6.3,160.1,6.3,3.45,1.39,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,13.9,1.0,16.9,3.0,0.5,80.0,0.0,0.0,0.0,11.8,0.0,0.0,0.0,1.0,112.4,7.68,18.8,1.888,4.15,0.65,1.3,1,0.0762,19.1
142.0,0.2,15.2,15.6,15.2,6.42,0.031,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,19.6,1.0,22.6,3.0,1.0,30.0,0.0,0.0,0.0,4.2,1.0,0.0,0.0,0.0,148.1,3.35,8.2,2.448,1.05,0.85,-1.7,0,0.0287,3.2
83.9,6.2,28.5,207.8,28.5,20.38,0.304,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,9.4,1.0,12.4,3.0,0.5,80.0,0.0,0.0,0.0,21.1,1.0,0.0,0.0,0.0,85.2,4.25,-10.4,1.411,5.8,0.4,0.8,0,0.0442,11.8
67.7,6.0,10.5,249.5,10.5,9.31,0.645,0.0,1.0,0.0,0.0,1.0,1.52,46.1,2.0,5.1,21.6,21.6,4.22,8.2,1.0,11.2,3.0,1.0,120.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,0.0,67.6,0.24,-0.6,1.146,5.9,0.1,0.2,0,0.611,9.1
34.0,0.9,18.8,239.1,18.8,33.18,0.027,0.0,1.0,0.0,0.0,1.0,27.04,32.5,49.9,53.8,1.5,1.5,999.0,5.5,0.0,8.5,3.0,1.0,160.0,0.0,1.0,0.0,4.9,1.0,0.0,0.0,0.0,33.3,1.88,-4.6,0.692,-1.05,1.95,3.9,1,0.6618,21.6
79.2,2.6,26.9,96.4,26.9,20.38,0.128,0.0,0.0,0.0,1.0,1.0,1.1,81.8,0.8,2.0,-2.6,0.0,999.0,18.1,2.0,21.1,3.0,1.0,120.0,0.0,0.0,0.0,6.4,0.0,0.0,1.0,0.0,77.6,0.0,0.0,1.277,2.55,0.05,0.1,1,0.8464,14.4
120.0,5.3,19.3,137.5,19.3,9.65,0.549,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,10.2,0.0,13.2,3.0,0.0,120.0,0.0,0.0,0.0,1.3,1.0,0.0,0.0,0.0,117.7,0.41,-1.0,1.813,4.4,0.9,1.8,0,0.0294,9.3
124.1,0.9,11.5,66.7,11.5,5.56,0.162,1.0,0.0,0.0,0.0,1.0,3.39,65.3,3.1,6.6,58.8,58.8,3.46,20.7,2.0,23.7,3.0,0.5,80.0,0.0,0.0,0.0,10.2,1.0,0.0,0.0,0.0,122.0,0.49,-1.2,2.092,0.35,0.55,1.1,1,0.6365,14.8
81.0,11.5,29.7,82.7,29.7,22.0,0.523,1.0,0.0,0.0,0.0,1.0,16.25,53.7,18.2,21.0,27.3,27.3,35.71,9.6,0.0,12.6,3.0,0.0,120.0,1.0,0.0,0.0,8.3,0.0,1.0,0.0,0.0,79.8,1.63,4.0,1.212,11.8,0.3,-0.6,0,0.7691,17.3
117.9,0.2,6.4,119.8,6.4,3.26,0.061,1.0,0.0,0.0,0.0,1.0,6.97,111.7,3.7,5.5,6.2,6.2,67.45,15.8,1.0,18.8,3.0,1.0,120.0,0.5,0.0,0.0,7.1,1.0,0.0,0.0,0.0,118.2,0.16,-0.4,1.883,1.1,0.9,-1.8,0,0.5874,1.8
59.5,0.7,16.2,189.3,16.2,16.34,0.043,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,13.0,0.0,16.0,3.0,1.0,160.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,57.6,2.69,6.6,1.134,-0.35,1.05,2.1,1,0.2119,15.1
116.9,0.7,24.1,14.3,24.1,12.37,0.057,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,15.8,0.0,18.8,3.0,0.5,160.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,1.0,115.1,1.06,-2.6,1.972,0.2,0.5,1.0,0,0.0299,4.3
100.1,4.5,1.0,104.5,1.0,0.6,4.5,1.0,0.0,0.0,0.0,1.0,15.67,81.6,11.5,14.0,18.5,18.5,50.82,14.1,0.0,17.1,3.0,1.0,80.0,1.0,0.5,0.0,8.8,1.0,0.0,0.0,0.0,97.3,2.69,-6.6,1.689,3.4,1.1,2.2,1,0.7079,26.3
32.8,5.8,21.4,143.6,21.4,39.15,0.148,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,18.8,1.0,21.8,3.0,0.0,160.0,0.0,0.0,0.0,9.8,0.0,0.0,1.0,0.0,35.8,0.24,-0.6,0.617,5.65,0.15,0.3,1,0.0695,12.6
150.7,3.1,8.7,61.6,8.7,3.46,0.895,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,17.7,0.0,20.7,3.0,1.0,30.0,0.0,0.0,0.0,8.1,1.0,0.0,0.0,0.0,148.2,1.71,-4.2,2.484,2.65,0.45,0.9,0,0.041,9.9
83.6,2.0,5.9,28.8,5.9,4.23,0.472,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,19.8,0.0,22.8,3.0,1.0,120.0,0.0,0.0,0.0,15.8,0.0,0.0,1.0,0.0,83.8,3.27,8.0,1.555,1.8,0.2,0.4,0,0.0124,3.5
81.9,9.9,9.0,139.5,9.0,6.59,1.502,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,7.2,0.0,10.2,3.0,1.0,120.0,0.0,1.0,0.0,22.4,0.0,0.0,0.0,1.0,81.0,2.45,6.0,1.376,9.1,0.8,1.6,0,0.2616,21.6
122.0,0.4,29.0,163.1,29.0,14.26,0.028,0.0,0.0,1.0,0.0,1.0,10.93,119.9,5.5,10.4,2.1,2.1,312.29,5.7,0.0,8.7,3.0,1.0,120.0,0.0,0.0,0.0,1.4,0.0,0.0,1.0,0.0,127.0,3.84,9.4,2.017,0.05,0.35,0.7,1,0.2698,9.5
104.0,2.0,26.9,163.8,26.9,15.52,0.129,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,4.4,0.0,7.4,3.0,1.0,50.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,104.8,3.18,-7.8,1.633,0.1,1.9,3.8,0,0.0278,14.9
116.2,0.2,7.2,95.6,7.2,3.72,0.054,1.0,0.0,0.0,0.0,1.0,6.26,108.4,3.5,8.3,7.8,7.8,48.15,12.2,3.0,15.2,3.0,1.0,160.0,0.0,0.0,0.0,24.0,0.0,0.0,1.0,0.0,116.9,5.14,-12.6,1.835,-1.15,1.35,2.7,1,0.724,17.3
99.7,0.1,4.4,67.0,4.4,2.65,0.038,1.0,0.0,0.0,0.0,1.0,7.42,50.0,8.9,11.5,49.7,49.7,8.96,19.8,1.0,22.8,3.0,1.0,80.0,0.0,0.0,0.0,18.5,1.0,0.0,0.0,0.0,102.0,5.63,13.8,1.848,0.35,0.25,-0.5,0,0.2661,2.2
53.7,2.6,11.6,62.9,11.6,12.96,0.201,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,9.3,0.0,12.3,3.0,0.5,160.0,0.0,0.0,0.0,8.9,0.0,0.0,1.0,0.0,60.0,3.76,-9.2,0.914,3.3,0.7,-1.4,0,0.0318,0.1
118.0,1.3,18.2,19.7,18.2,9.25,0.14,1.0,0.0,0.0,0.0,1.0,1.31,127.8,0.6,4.9,-9.8,0.0,999.0,20.2,1.0,23.2,3.0,1.0,30.0,0.0,0.0,0.0,12.4,1.0,0.0,0.0,0.0,117.8,2.61,6.4,2.052,0.5,0.8,1.6,0,0.6298,10.2
151.4,1.9,26.1,54.3,26.1,10.34,0.184,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,14.3,0.0,17.3,3.0,1.0,120.0,0.0,0.0,0.0,18.6,1.0,0.0,0.0,0.0,147.2,2.2,5.4,2.716,2.7,0.8,-1.6,0,0.026,0.0
81.9,10.3,29.0,206.5,29.0,21.25,0.485,0.0,0.0,0.0,1.0,1.0,5.01,64.7,4.6,7.5,17.2,17.2,17.48,7.6,1.0,10.6,3.0,1.0,120.0,0.0,0.5,0.0,2.4,1.0,0.0,0.0,0.0,79.5,0.08,0.2,1.319,9.85,0.45,0.9,0,0.4341,15.6
60.0,1.1,22.8,10.7,22.8,22.8,0.048,0.0,0.0,0.0,1.0,1.0,3.01,52.2,3.5,6.3,7.8,7.8,23.15,18.9,3.0,21.9,3.0,1.0,120.0,0.5,0.5,0.0,8.1,1.0,0.0,0.0,0.0,58.4,0.73,-1.8,1.236,-0.55,1.65,3.3,1,0.91,25.2
105.3,9.1,18.4,20.5,18.4,10.48,0.868,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,5.7,0.0,8.7,3.0,0.5,120.0,0.0,0.5,0.0,17.8,0.0,1.0,0.0,0.0,102.8,3.18,-7.8,1.711,9.05,0.05,0.1,0,0.091,11.8
59.5,6.7,5.1,40.5,5.1,5.14,1.303,0.0,0.0,0.0,1.0,1.0,10.57,49.7,12.8,15.4,9.8,9.8,64.71,15.1,0.0,18.1,3.0,0.5,120.0,0.0,0.0,0.0,15.6,1.0,0.0,0.0,0.0,56.7,3.92,9.6,0.935,7.5,0.8,-1.6,0,0.2139,3.3
55.3,2.4,3.1,110.9,3.1,3.36,0.714,0.0,0.0,0.0,1.0,1.0,6.11,30.1,12.2,16.6,25.2,25.2,14.55,17.5,1.0,20.5,3.0,1.0,50.0,0.0,0.0,0.0,9.7,1.0,0.0,0.0,0.0,58.1,2.37,5.8,1.004,1.95,0.45,0.9,0,0.2529,9.1
60.0,4.7,18.3,90.1,18.3,18.3,0.257,0.0,1.0,0.0,0.0,1.0,8.22,50.3,9.8,13.8,9.7,9.7,50.85,11.0,1.0,14.0,3.0,1.0,120.0,0.0,0.5,0.0,9.6,0.0,0.0,0.0,1.0,62.5,8.82,21.6,0.993,4.0,0.7,1.4,0,0.51,11.9
43.6,3.5,16.6,52.7,16.6,22.84,0.153,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,7.9,0.0,10.9,3.0,0.5,120.0,0.0,0.5,0.0,22.9,0.0,0.0,1.0,0.0,46.4,0.33,-0.8,0.865,4.45,0.95,-1.9,1,0.0463,10.6
62.1,0.8,25.5,36.6,25.5,24.64,0.032,0.0,0.0,0.0,1.0,1.0,0.54,59.4,0.5,2.1,2.7,2.7,12.0,16.6,3.0,19.6,3.0,0.5,120.0,0.0,0.5,0.0,18.6,1.0,0.0,0.0,0.0,58.5,0.16,-0.4,0.963,0.0,0.8,1.6,1,0.9883,21.0
136.1,14.3,10.4,235.3,10.4,4.58,3.119,0.0,0.0,1.0,0.0,1.0,15.25,92.8,9.9,11.0,43.3,43.3,21.13,15.9,1.0,18.9,3.0,0.5,160.0,0.5,0.0,0.0,23.4,1.0,0.0,0.0,0.0,136.9,3.76,-9.2,2.418,13.75,0.55,1.1,1,0.5529,23.1
58.5,5.1,2.2,228.7,2.2,2.26,2.26,0.0,1.0,0.0,0.0,1.0,0.99,61.7,1.0,2.1,-3.2,0.0,999.0,7.7,2.0,10.7,3.0,1.0,120.0,0.5,0.0,0.0,12.2,1.0,0.0,0.0,0.0,59.4,2.2,5.4,0.956,4.3,0.8,1.6,1,0.9381,20.4
66.7,12.7,13.3,195.3,13.3,11.96,1.062,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,9.8,0.0,12.8,3.0,1.0,80.0,0.5,0.0,0.0,14.5,0.0,0.0,1.0,0.0,64.3,7.19,-17.6,1.061,13.15,0.45,-0.9,0,0.07,15.0
113.3,10.4,29.1,70.5,29.1,15.41,0.675,1.0,0.0,0.0,0.0,1.0,1.44,78.9,1.1,2.4,34.4,34.4,2.51,19.0,1.0,22.0,3.0,1.0,120.0,0.0,0.0,0.0,16.6,1.0,0.0,0.0,0.0,112.0,5.8,-14.2,1.724,11.05,0.65,-1.3,0,0.6024,9.7
103.6,0.5,24.1,87.7,24.1,13.96,0.036,1.0,0.0,0.0,0.0,1.0,9.19,73.7,7.5,9.0,29.9,29.9,18.44,14.4,0.0,17.4,3.0,1.0,120.0,0.0,0.0,0.0,9.6,1.0,0.0,0.0,0.0,101.2,0.73,1.8,1.638,0.05,0.45,0.9,0,0.156,3.2
119.0,1.4,2.0,169.8,2.0,1.01,1.388,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,20.2,0.0,23.2,3.0,1.0,120.0,0.0,0.0,0.0,8.8,0.0,0.0,1.0,0.0,116.6,1.63,4.0,1.984,0.25,1.15,2.3,0,0.0334,6.1
70.6,0.9,26.4,80.0,26.4,22.44,0.04,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,9.7,0.0,12.7,3.0,0.5,120.0,0.0,0.0,0.0,0.4,0.0,1.0,0.0,0.0,65.0,2.04,-5.0,1.144,0.5,0.4,0.8,0,0.028,3.6
47.4,10.7,14.7,137.3,14.7,18.61,0.575,0.0,0.0,0.0,1.0,1.0,0.87,43.3,1.2,3.1,4.1,4.1,12.73,12.5,2.0,15.5,3.0,1.0,80.0,0.0,0.5,0.0,8.9,1.0,0.0,0.0,0.0,42.8,3.76,-9.2,0.583,8.25,2.45,4.9,1,0.9435,34.6
48.8,11.9,11.6,166.3,11.6,14.26,0.834,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,6.3,0.0,9.3,3.0,1.0,80.0,0.0,0.0,0.0,5.4,1.0,0.0,0.0,0.0,49.0,0.08,0.2,0.817,11.0,0.9,1.8,0,0.0287,14.8
121.5,4.5,11.1,134.6,11.1,5.48,0.821,0.0,0.0,1.0,0.0,1.0,9.3,84.0,6.6,9.0,37.5,37.5,14.88,7.7,0.0,10.7,3.0,1.0,120.0,0.0,0.0,0.0,9.2,1.0,0.0,0.0,0.0,120.2,2.37,-5.8,2.103,3.45,1.05,2.1,0,0.189,9.4
138.3,0.7,18.3,109.2,18.3,7.94,0.088,0.0,0.0,1.0,0.0,1.0,10.63,122.1,5.2,7.8,16.2,16.2,39.37,14.3,0.0,17.3,3.0,0.5,80.0,0.0,0.0,0.0,8.9,1.0,0.0,0.0,0.0,143.5,2.45,-6.0,2.276,1.85,1.15,-2.3,0,0.1184,0.0
153.0,0.9,16.4,93.5,16.4,6.43,0.14,0.0,0.0,1.0,0.0,1.0,1.6,85.5,1.1,5.8,67.5,67.5,1.42,16.8,2.0,19.8,3.0,1.0,120.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,1.0,157.4,1.63,4.0,2.559,0.95,0.05,-0.1,0,0.807,5.8
95.7,10.1,20.0,196.7,20.0,12.54,0.805,1.0,0.0,0.0,0.0,1.0,1.7,102.5,1.0,5.9,-6.8,0.0,999.0,13.9,2.0,16.9,3.0,1.0,160.0,0.0,0.0,0.0,20.2,0.0,0.0,1.0,0.0,99.1,9.55,23.4,1.418,9.95,0.15,0.3,1,0.7872,20.0
60.4,15.9,17.6,187.4,17.6,17.48,0.909,0.0,0.0,0.0,1.0,1.0,7.7,32.6,14.2,15.5,27.8,27.8,16.62,17.1,3.0,20.1,3.0,1.0,120.0,0.0,0.0,0.0,23.1,1.0,0.0,0.0,0.0,66.2,2.04,-5.0,0.993,13.9,2.0,4.0,1,0.8088,34.0
125.5,1.3,5.2,177.1,5.2,2.49,0.523,1.0,0.0,0.0,0.0,1.0,25.72,87.5,17.6,19.0,38.0,38.0,40.61,5.6,0.0,8.6,3.0,0.5,120.0,0.0,0.0,0.0,12.9,0.0,0.0,0.0,1.0,127.3,0.0,0.0,2.003,0.35,0.95,1.9,0,0.2152,7.6
121.8,0.1,8.5,99.9,8.5,4.19,0.024,1.0,0.0,0.0,0.0,1.0,6.94,131.8,3.2,4.4,-10.0,0.0,999.0,10.0,1.0,13.0,3.0,1.0,80.0,0.0,0.0,0.0,21.3,1.0,0.0,0.0,0.0,118.2,0.33,0.8,1.847,0.05,0.05,0.1,0,0.1934,5.6
113.3,2.4,25.4,196.2,25.4,13.45,0.178,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,8.1,0.0,11.1,3.0,1.0,80.0,0.0,0.0,0.0,19.6,1.0,0.0,0.0,0.0,112.0,2.94,-7.2,1.775,2.95,0.55,-1.1,0,0.0231,4.1
93.3,0.2,20.2,239.8,20.2,12.99,0.015,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,10.2,0.0,13.2,3.0,1.0,120.0,0.0,0.0,0.0,22.3,0.0,1.0,0.0,0.0,95.5,0.73,-1.8,1.766,0.05,0.15,0.3,0,0.0249,4.2
49.7,10.6,14.0,175.4,14.0,16.9,0.627,0.0,0.0,0.0,1.0,1.0,1.39,29.3,2.8,7.0,20.4,20.4,4.09,14.8,3.0,17.8,3.0,1.0,50.0,0.0,0.0,0.0,22.2,0.0,1.0,0.0,0.0,51.8,0.57,-1.4,0.8,9.3,1.3,2.6,1,0.9446,32.2
30.6,4.1,6.3,107.9,6.3,12.35,0.332,0.0,1.0,0.0,0.0,1.0,23.92,20.0,71.8,74.2,10.6,10.6,135.4,16.9,0.0,19.9,3.0,1.0,50.0,0.0,0.0,0.0,1.3,1.0,0.0,0.0,0.0,30.1,0.82,-2.0,0.649,4.75,0.65,-1.3,0,0.2563,5.4
85.4,6.2,1.2,201.2,1.2,0.84,6.2,1.0,0.0,0.0,0.0,1.0,1.1,48.2,1.4,5.4,37.2,37.2,1.77,9.0,2.0,12.0,3.0,0.5,80.0,0.0,0.0,0.0,5.5,0.0,0.0,1.0,0.0,88.6,1.88,-4.6,1.558,6.2,0.0,0.0,1,0.8943,19.2
41.7,3.2,10.0,156.2,10.0,14.39,0.222,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,10.1,0.0,13.1,3.0,1.0,120.0,0.0,0.0,0.0,13.6,1.0,0.0,0.0,0.0,37.2,0.9,2.2,0.713,2.95,0.25,0.5,0,0.0386,6.1
67.1,2.5,2.6,220.6,2.6,2.32,1.075,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,15.4,0.0,18.4,3.0,0.5,120.0,0.0,0.0,0.0,16.8,0.0,0.0,0.0,1.0,66.9,0.41,-1.0,1.223,3.4,0.9,-1.8,0,0.0312,0.8
83.2,1.5,15.0,181.2,15.0,10.82,0.139,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,999.0,13.0,0.0,16.0,3.0,1.0,120.0,0.5,0.0,0.0,20.7,1.0,0.0,0.0,0.0,79.6,7.35,-18.0,1.37,0.9,0.6,1.2,0,0.0549,6.2
50.4,8.8,24.8,194.8,24.8,29.52,0.298,0.0,0.0,0.0,1.0,1.0,2.01,38.5,3.1,7.2,11.9,11.9,10.13,8.6,1.0,11.6,3.0,1.0,120.0,0.5,0.0,0.0,1.4,1.0,0.0,0.0,0.0,51.2,7.02,17.2,0.933,8.3,0.5,1.0,1,0.7081,19.2
89.1,7.1,9.3,170.2,9.3,6.26,1.134,1.0,0.0,0.0,0.0,1.0,7.18,90.6,4.8,6.3,-1.5,0.0,999.0,16.5,0.0,19.5,3.0,1.0,120.0,0.0,0.5,0.0,1.8,0.0,1.0,0.0,0.0,86.8,3.18,-7.8,1.422,6.0,1.1,2.2,0,0.2286,14.7
70.3,2.7,25.6,32.1,25.6,21.85,0.124,0.0,0.0,0.0,1.0,1.0,13.18,47.6,16.6,20.8,22.7,22.7,34.84,6.3,0.0,9.3,3.0,0.0,120.0,1.0,0.0,0.0,4.4,0.0,1.0,0.0,0.0,69.4,3.84,-9.4,1.264,1.35,1.35,2.7,0,0.7534,15.7
